10000,0.0020704697,0.0000257989
20000,0.0054057785,0.0000059951
30000,0.0133401255,0.0000062238
40000,0.0288225503,0.0000092708
50000,0.0286190613,0.0000080908
60000,0.0485094037,0.0000103978
70000,0.0542947745,0.0000094040
80000,0.0659795787,0.0000103848
90000,0.0773203573,0.0000115831
100000,0.0876919477,0.0000130146
