10000,0.0024094203,0.0000066294
20000,0.0053327664,0.0000031595
30000,0.0090789440,0.0000057866
40000,0.0144718951,0.0000076219
50000,0.0231099917,0.0000054391
60000,0.0308219893,0.0000047072
70000,0.0380293306,0.0000047922
80000,0.0456442804,0.0000052030
90000,0.0953715507,0.0000083339
100000,0.1355744153,0.0000116169
