10000,0.0074301699,0.0000084227
20000,0.0163653553,0.0000063212
30000,0.0264364307,0.0000076729
40000,0.0315162833,0.0000081203
50000,0.0210112149,0.0000039588
60000,0.0242331640,0.0000033817
70000,0.0281860741,0.0000045477
80000,0.0334395243,0.0000051864
90000,0.0387243135,0.0000059893
100000,0.0442800310,0.0000053639
